ID,出生到配種成功,配種到成功,配種到分娩,分娩到斷乳,胎次,母耳號,父耳號,品種,出生日期
2|66|72|13982|3,878.0,0.0,-32.0,27.0,5.0,,,LY,2013-09-23
2|66|72|139941|4,994.0,0.0,-31.0,26.0,5.0,,,LY,2014-03-03
2|66|72|14020|4,624.0,0.0,-32.0,27.0,3.0,,,LY,2014-03-23
2|66|72|14036|3,1184.0,0.0,-26.0,21.0,7.0,,,LY,2013-09-23
2|66|72|14068|3,1130.0,0.0,-26.0,22.0,7.0,,,LY,2013-09-28
2|66|72|14073|4,994.0,0.0,-31.0,26.0,6.0,,,LY,2014-03-03
2|66|72|14086|3,1139.0,0.0,-30.0,25.0,7.0,,,LY,2013-09-28
2|66|72|14095|4,943.0,0.0,117.0,-133.0,5.0,,,LY,2014-03-03
2|66|72|14136|1,1617.0,0.0,115.0,26.0,10.0,,,LY,2011-10-21
2|66|72|14140|1,1644.0,0.0,-32.0,27.0,10.0,,,LY,2011-10-21
2|66|72|14142|4,841.0,0.0,-31.0,26.0,4.0,,,LY,2014-03-23
2|66|72|14170|4,1046.0,0.0,-27.0,22.0,6.0,,,LY,2014-02-16
2|66|72|14210|1,1619.0,0.0,-30.0,25.0,10.0,,,YLL,2011-10-21
2|66|72|14214|1,1831.0,0.0,-30.0,24.0,10.0,,,YLL,2011-10-21
2|66|72|14216|1,1665.0,0.0,-30.0,25.0,10.0,,,LY,2011-10-21
2|66|72|14220|1,1647.0,0.0,-31.0,26.0,10.0,,,LY,2011-10-22
2|66|72|14264|1,1594.0,0.0,117.0,29.0,10.0,,,LY,2011-10-22
2|66|72|142641|3,1142.0,0.0,-27.0,23.0,7.0,,,LY,2013-09-23
2|66|72|14268|3,1150.0,0.0,-29.0,24.0,7.0,,,LY,2013-09-28
2|66|72|14274|1,1601.0,0.0,114.0,28.0,10.0,,,LY,2011-10-22
2|66|72|14278|1,1592.0,0.0,115.0,26.0,10.0,,,LYL,2011-10-22
2|66|72|14281|4,921.0,0.0,-46.0,26.0,5.0,,,LY,2014-03-03
2|66|72|14285|4,1049.0,0.0,-12.0,7.0,6.0,,,LY,2014-03-14
2|66|72|14296|1,1587.0,0.0,117.0,29.0,10.0,,,YL,2011-10-22
2|66|72|14304|1,1618.0,0.0,116.0,26.0,10.0,,,LY,2011-10-22
2|66|72|14308|1,1605.0,0.0,119.0,23.0,10.0,,,LY,2011-10-22
2|66|72|14314|1,1615.0,0.0,-32.0,27.0,10.0,,,LY,2011-10-22
2|66|72|143141|4,1032.0,0.0,-30.0,25.0,6.0,,,LY,2014-03-14
2|66|72|14328|4,987.0,0.0,-24.0,19.0,6.0,,,LY,2014-02-17
2|66|72|143341|4,1036.0,0.0,-26.0,24.0,6.0,,,YL,2014-02-17
2|66|72|14336|4,865.0,0.0,-29.0,24.0,5.0,,,YL,2014-03-23
2|66|72|14346|1,1636.0,0.0,116.0,26.0,10.0,,,LY,2011-10-22
2|66|72|14348|1,1558.0,0.0,124.0,9.0,9.0,,,YL,2011-10-22
2|66|72|14354|1,1615.0,0.0,117.0,25.0,10.0,,,YL,2011-10-22
2|66|72|143561|3,1174.0,0.0,-30.0,25.0,7.0,,,LY,2013-09-28
2|66|72|14362|1,1434.0,0.0,118.0,27.0,9.0,,,YL,2011-10-22
2|66|72|14366|1,1619.0,0.0,119.0,26.0,10.0,,,YL,2011-10-22
2|66|72|14410|4,986.0,0.0,-30.0,25.0,6.0,,,YL,2014-02-18
2|66|72|14442|4,734.0,0.0,117.0,-122.0,4.0,,,LY,2014-02-18
2|66|72|14444|3,1142.0,0.0,-28.0,23.0,7.0,,,LY,2013-09-29
2|66|72|14456|3,715.0,0.0,120.0,-143.0,4.0,,,LY,2013-09-29
2|66|72|14460|1,1502.0,0.0,-29.0,28.0,9.0,,,LY,2011-10-23
2|66|72|14518|3,1143.0,0.0,-27.0,23.0,7.0,,,LY,2013-11-15
2|66|72|14526|4,1028.0,0.0,-27.0,23.0,6.0,,,YL,2014-03-17
2|66|72|14534|3,1153.0,0.0,-27.0,23.0,7.0,,,LY,2013-09-24
2|66|72|14563|4,987.0,0.0,-29.0,25.0,6.0,,,LY,2014-02-16
2|66|72|14589|4,844.0,0.0,117.0,1.0,5.0,,,LY,2014-02-16
2|66|72|14604|1,1610.0,0.0,117.0,26.0,10.0,,,YL,2011-10-23
2|66|72|14606|3,1121.0,0.0,-29.0,24.0,7.0,,,LY,2013-09-29
2|66|72|14616|3,1120.0,0.0,-29.0,25.0,7.0,,,LY,2013-09-29
2|66|72|14630|1,1687.0,0.0,117.0,21.0,10.0,,,LY,2011-10-23
2|66|72|14636|3,1099.0,0.0,119.0,-124.0,6.0,,,LY,2013-09-29
2|66|72|14640|1,1460.0,0.0,-30.0,25.0,8.0,,,YL,2011-10-23
2|66|72|14650|1,1619.0,0.0,118.0,26.0,10.0,,,LY,2011-10-23
2|66|72|14660|1,1624.0,0.0,-30.0,26.0,10.0,,,LY,2011-10-23
2|66|72|14664|3,1136.0,0.0,-30.0,25.0,7.0,,,YL,2013-09-24
2|66|72|14674|4,1022.0,0.0,-30.0,25.0,6.0,,,LY,2014-03-06
2|66|72|14692|3,1143.0,0.0,-27.0,22.0,7.0,,,YL,2013-12-07
2|66|72|146921|4,912.0,0.0,118.0,-123.0,5.0,,,LY,2014-03-24
1|66|72|14705|5,,,,,0.0,,,D,2015-11-23
2|66|72|14714|1,1604.0,0.0,117.0,28.0,10.0,,,LY,2011-10-23
2|66|72|14716|4,980.0,0.0,-30.0,25.0,6.0,,,YL,2014-03-17
2|66|72|14718|4,987.0,0.0,-32.0,27.0,6.0,,,YL,2014-03-17
2|66|72|14732|3,1157.0,0.0,-28.0,24.0,7.0,,,LY,2013-10-25
2|66|72|14746|4,987.0,0.0,-33.0,28.0,6.0,,,LY,2014-03-17
2|66|72|14766|3,1153.0,0.0,-28.0,24.0,7.0,,,LY,2013-11-15
2|66|72|14783|1,1678.0,0.0,119.0,27.0,10.0,,,LY,2011-08-27
2|66|72|14790|3,1042.0,0.0,-32.0,27.0,6.0,,,LY,2013-09-24
2|66|72|14836|4,1039.0,0.0,-27.0,22.0,6.0,,,LY,2014-03-17
2|66|72|14871|4,1010.0,0.0,-30.0,25.0,6.0,,,LY,2014-02-18
2|66|72|14874|3,1032.0,0.0,-32.0,27.0,6.0,,,LY,2013-09-30
2|66|72|14878|3,1203.0,0.0,-29.0,25.0,7.0,,,LY,2013-09-30
2|66|72|14901|1,1635.0,0.0,117.0,29.0,10.0,,,YL,2011-10-23
2|66|72|14910|4,1008.0,0.0,-28.0,23.0,6.0,,,LY,2014-03-24
2|66|72|14915|4,905.0,0.0,-32.0,27.0,5.0,,,LY,2014-03-18
2|66|72|14918|4,702.0,0.0,117.0,25.0,4.0,,,LY,2014-03-18
2|66|72|14920|4,556.0,0.0,-33.0,27.0,3.0,,,LY,2014-03-18
2|66|72|14923|4,989.0,0.0,-29.0,24.0,6.0,,,YL,2014-02-15
2|66|72|14928|4,1024.0,0.0,-30.0,25.0,6.0,,,LY,2014-03-18
2|66|72|14943|4,1052.0,30.0,-58.0,24.0,6.0,,,LY,2014-02-18
2|66|72|14967|4,1006.0,0.0,-28.0,23.0,6.0,,,LY,2014-03-26
2|66|72|14978|4,1028.0,0.0,-29.0,24.0,6.0,,,LY,2014-03-18
2|66|72|14980|4,798.0,0.0,-45.0,26.0,4.0,,,LY,2014-03-24
2|66|72|14989|4,1014.0,0.0,-33.0,28.0,6.0,,,LY,2014-02-18
2|66|72|15020|3,992.0,0.0,-29.0,25.0,6.0,,,LY,2013-11-15
2|66|72|15043|4,1006.0,0.0,-36.0,11.0,6.0,,,LY,2014-03-18
2|66|72|15052|4,1015.0,0.0,-28.0,23.0,6.0,,,LY,2014-03-24
2|66|72|15064|3,1119.0,0.0,-27.0,23.0,7.0,,,LY,2013-09-30
2|66|72|15105|4,1026.0,0.0,-31.0,26.0,6.0,,,LY,2014-02-13
2|66|72|15106|4,857.0,0.0,-25.0,21.0,5.0,,,YL,2014-06-21
2|66|72|15123|4,1036.0,0.0,-46.0,26.0,6.0,,,LY,2014-02-18
2|66|72|15155|4,1006.0,0.0,-30.0,26.0,6.0,,,LY,2014-02-18
2|66|72|15197|4,1007.0,0.0,-28.0,26.0,6.0,,,LY,2014-02-18
2|66|72|15214|3,1202.0,0.0,-44.0,26.0,7.0,,,LY,2013-09-24
2|66|72|15228|3,1157.0,0.0,-30.0,25.0,7.0,,,LY,2013-09-24
2|66|72|15237|4,1036.0,0.0,-25.0,20.0,6.0,,,YL,2014-03-24
2|66|72|15248|3,1140.0,0.0,-26.0,24.0,7.0,,,LY,2013-10-01
2|66|72|15251|4,560.0,0.0,-35.0,29.0,3.0,,,LY,2014-03-18
2|66|72|15277|1,1707.0,0.0,116.0,29.0,10.0,,,YL,2011-06-04
2|66|72|15292|4,1033.0,0.0,-26.0,21.0,6.0,,,YL,2014-03-20
2|66|72|15304|3,1157.0,0.0,-30.0,25.0,7.0,,,LY,2013-09-24
2|66|72|15324|3,1132.0,0.0,-29.0,24.0,7.0,,,LY,2013-09-25
2|66|72|153241|4,1000.0,0.0,-27.0,23.0,6.0,,,LY,2014-03-24
2|66|72|15328|3,1142.0,0.0,-30.0,25.0,7.0,,,LY,2013-09-25
2|66|72|15332|3,1139.0,0.0,-28.0,23.0,7.0,,,LY,2013-09-25
2|66|72|15335|4,861.0,0.0,-34.0,29.0,5.0,,,LY,2014-03-24
2|66|72|15346|3,1141.0,0.0,-45.0,26.0,7.0,,,LY,2013-09-26
2|66|72|15347|4,1004.0,0.0,-29.0,24.0,6.0,,,LY,2014-03-24
2|66|72|15354|3,1203.0,0.0,-25.0,23.0,8.0,,,LY,2013-10-01
2|66|72|15374|3,1146.0,0.0,-29.0,25.0,7.0,,,LY,2013-10-01
2|66|72|153741|3,1156.0,0.0,-45.0,24.0,7.0,,,LY,2013-10-25
2|66|72|15379|4,575.0,23.0,132.0,30.0,3.0,,,LY,2014-03-24
2|66|72|15380|3,1146.0,0.0,-27.0,23.0,7.0,,,LY,2013-10-01
2|66|72|15400|3,1133.0,0.0,-28.0,23.0,7.0,,,LY,2013-10-01
2|66|72|15431|4,1017.0,0.0,-29.0,25.0,6.0,,,LY,2014-04-04
2|66|72|15490|3,1153.0,0.0,-33.0,28.0,7.0,,,LY,2013-10-02
2|66|72|15496|3,1125.0,0.0,-27.0,23.0,7.0,,,LY,2013-09-26
2|66|72|15498|3,1204.0,0.0,-44.0,25.0,7.0,,,YL,2013-09-26
2|66|72|15510|3,1125.0,0.0,-29.0,24.0,7.0,,,LY,2013-10-02
2|66|72|15529|4,569.0,0.0,117.0,8.0,3.0,,,LY,2014-03-25
2|66|72|15548|3,1137.0,0.0,-29.0,24.0,7.0,,,LY,2013-09-27
2|66|72|15564|3,1178.0,0.0,-28.0,23.0,6.0,,,LY,2013-10-26
2|66|72|15597|4,1041.0,0.0,-9.0,6.0,6.0,,,LY,2014-03-20
2|66|72|15656|3,1143.0,0.0,-30.0,26.0,7.0,,,YL,2013-09-27
2|66|72|15664|3,843.0,0.0,-33.0,28.0,4.0,,,YL,2013-09-27
2|66|72|15665|4,977.0,0.0,-31.0,26.0,6.0,,,YL,2014-03-20
2|66|72|15667|4,574.0,0.0,-33.0,27.0,3.0,,,LY,2014-03-25
2|66|72|15668|3,844.0,0.0,121.0,26.0,5.0,,,YL,2013-10-26
2|66|72|15699|4,1003.0,0.0,-29.0,24.0,6.0,,,LY,2014-04-12
2|66|72|15709|4,984.0,0.0,-33.0,28.0,6.0,,,LY,2014-03-20
2|66|72|15722|4,519.0,0.0,119.0,28.0,2.0,,,LY,2014-04-04
2|66|72|15726|3,1138.0,0.0,-30.0,26.0,7.0,,,YL,2013-10-02
2|66|72|157261|4,1019.0,0.0,-30.0,25.0,6.0,,,LY,2014-03-20
2|66|72|15729|4,909.0,0.0,118.0,-123.0,5.0,,,LY,2014-03-20
1|66|72|15741|2,,,,,0.0,,,D,2012-10-28
2|66|72|15741|4,676.0,0.0,-21.0,16.0,4.0,,,LY,2014-03-20
2|66|72|15750|3,1186.0,0.0,-25.0,19.0,7.0,,,LY,2013-10-26
2|66|72|15752|3,1173.0,0.0,-28.0,24.0,7.0,,,LY,2013-10-26
2|66|72|15778|3,1048.0,0.0,117.0,24.0,6.0,,,LY,2013-10-27
2|66|72|15786|3,620.0,0.0,117.0,25.0,3.0,,,LY,2013-12-07
2|66|72|15802|4,1024.0,0.0,-24.0,19.0,6.0,,,LY,2014-04-05
2|66|72|15808|3,1177.0,0.0,-27.0,22.0,7.0,,,LY,2013-10-27
2|66|72|15810|4,996.0,0.0,-30.0,25.0,6.0,,,LY,2014-04-05
2|66|72|15843|4,913.0,62.0,119.0,-186.0,5.0,,,LY,2014-03-20
1|66|72|15845|5,,,,,0.0,,,D,2015-11-29
1|66|72|15871|4,,,,,0.0,,,D,2014-06-03
1|66|72|15873|4,,,,,0.0,,,D,2014-06-03
2|66|72|15877|4,1008.0,0.0,-28.0,24.0,6.0,,,LY,2014-03-25
2|66|72|15879|4,695.0,0.0,-32.0,27.0,4.0,,,LY,2014-04-15
2|66|72|15882|3,1185.0,0.0,-10.0,7.0,7.0,,,LY,2013-10-27
2|66|72|15898|4,706.0,0.0,-33.0,28.0,4.0,,,YL,2014-04-11
2|66|72|15939|4,991.0,0.0,-30.0,26.0,6.0,,,YL,2014-03-26
2|66|72|15954|3,1153.0,0.0,-30.0,25.0,7.0,,,YL,2013-10-02
2|66|72|15976|4,992.0,0.0,-30.0,25.0,6.0,,,LY,2014-04-12
2|66|72|160021|4,999.0,0.0,-32.0,24.0,6.0,,,LY,2014-04-12
2|66|72|16011|4,1022.0,20.0,-45.0,24.0,6.0,,,LY,2014-03-26
1|66|72|16023|5,,,,,0.0,,,D,2015-12-08
2|66|72|16032|4,898.0,0.0,120.0,-125.0,5.0,,,YL,2014-04-12
2|66|72|16075|4,796.0,0.0,119.0,20.0,4.0,,,LY,2014-06-28
2|66|72|16107|4,1013.0,0.0,-27.0,22.0,6.0,,,LY,2014-04-16
2|66|72|16118|4,1000.0,0.0,-30.0,25.0,6.0,,,LY,2014-04-15
2|66|72|16128|4,1000.0,0.0,-25.0,20.0,6.0,,,LY,2014-05-02
2|66|72|16151|4,701.0,137.0,-151.0,1.0,3.0,,,LY,2014-04-04
2|66|72|16152|4,979.0,0.0,-27.0,22.0,6.0,,,LY,2014-04-15
2|66|72|16154|4,986.0,0.0,-31.0,26.0,5.0,,,LY,2014-04-15
2|66|72|16164|4,917.0,0.0,-27.0,22.0,5.0,,,LY,2014-04-15
2|66|72|16182|4,864.0,0.0,119.0,-123.0,5.0,,,LY,2014-05-08
2|66|72|16186|4,1014.0,0.0,-26.0,21.0,6.0,,,LY,2014-04-15
2|66|72|16190|4,969.0,0.0,-34.0,11.0,6.0,,,LY,2014-04-15
2|66|72|16191|4,1020.0,0.0,-33.0,26.0,6.0,,,LY,2014-04-04
2|66|72|16193|4,981.0,0.0,-2.0,1.0,6.0,,,LY,2014-04-04
2|66|72|16203|4,1024.0,0.0,-27.0,23.0,6.0,,,LY,2014-04-04
2|66|72|16212|4,989.0,0.0,-29.0,24.0,6.0,,,LY,2014-04-15
2|66|72|162121|4,872.0,0.0,118.0,-123.0,5.0,,,LY,2014-05-08
2|66|72|16224|4,1018.0,0.0,-47.0,23.0,6.0,,,LY,2014-04-12
2|66|72|16235|4,889.0,24.0,-56.0,28.0,5.0,,,YL,2014-04-05
2|66|72|16243|4,1009.0,0.0,-27.0,23.0,6.0,,,LY,2014-04-05
2|66|72|16252|3,1126.0,0.0,-25.0,21.0,7.0,,,LY,2013-11-19
2|66|72|162521|4,868.0,0.0,118.0,-147.0,5.0,,,LY,2014-05-08
2|66|72|16254|4,892.0,0.0,117.0,-147.0,5.0,,,YL,2014-04-15
2|66|72|16267|4,896.0,0.0,118.0,-129.0,5.0,,,LY,2014-04-06
2|66|72|16268|4,452.0,51.0,115.0,25.0,2.0,,,LY,2014-04-15
2|66|72|16270|3,1064.0,76.0,-106.0,27.0,6.0,,,YL,2013-10-28
2|66|72|16275|4,1008.0,0.0,-27.0,23.0,6.0,,,LY,2014-04-06
2|66|72|16283|4,922.0,0.0,-31.0,25.0,5.0,,,LY,2014-04-06
2|66|72|16288|1,1545.0,0.0,-46.0,25.0,9.0,,,LY,2011-12-30
2|66|72|162881|3,1033.0,0.0,118.0,-121.0,6.0,,,LY,2013-11-19
2|66|72|16318|3,859.0,0.0,118.0,28.0,5.0,,,LY,2013-12-07
2|66|72|163181|4,864.0,0.0,117.0,-122.0,5.0,,,LY,2014-05-08
2|66|72|16322|4,418.0,0.0,115.0,27.0,2.0,,,LY,2014-04-19
2|66|72|16329|4,962.0,0.0,-30.0,25.0,6.0,,,LY,2014-04-11
2|66|72|16336|1,1521.0,0.0,-31.0,27.0,9.0,,,LY,2011-12-30
2|66|72|16340|4,1012.0,0.0,-24.0,20.0,6.0,,,LY,2014-04-19
2|66|72|16343|4,878.0,0.0,116.0,-121.0,5.0,,,LY,2014-04-20
2|66|72|16348|4,988.0,0.0,-30.0,25.0,6.0,,,LY,2014-04-20
1|66|72|16371|5,,,,,0.0,,,D,2015-12-08
1|66|72|16377|5,,,,,0.0,,,D,2015-12-08
2|66|72|16380|1,1690.0,0.0,119.0,23.0,10.0,,,YL,2011-12-30
2|66|72|163821|4,890.0,0.0,120.0,-125.0,5.0,,,LY,2014-04-20
2|66|72|16384|4,852.0,0.0,-29.0,25.0,5.0,,,LY,2014-05-08
2|66|72|16418|2,1479.0,0.0,118.0,27.0,9.0,,,LY,2012-03-14
2|66|72|16444|1,1671.0,0.0,120.0,26.0,10.0,,,LY,2011-12-31
2|66|72|16448|3,1139.0,0.0,-28.0,25.0,7.0,,,LY,2013-10-28
2|66|72|16451|4,890.0,0.0,-29.0,24.0,5.0,,,YL,2014-06-01
2|66|72|16466|1,1683.0,0.0,121.0,23.0,10.0,,,LY,2011-12-31
2|66|72|16468|4,910.0,0.0,-28.0,23.0,5.0,,,LY,2014-05-08
2|66|72|16476|1,1359.0,0.0,120.0,26.0,7.0,,,LY,2011-12-31
2|66|72|16502|1,1384.0,0.0,117.0,25.0,8.0,,,LY,2011-12-31
2|66|72|16507|4,983.0,0.0,-24.0,20.0,6.0,,,YL,2014-05-11
2|66|72|16534|3,913.0,0.0,112.0,20.0,5.0,,,LY,2013-10-28
2|66|72|165361|1,1514.0,0.0,117.0,28.0,8.0,,,YL,2011-12-31
2|66|72|16543|4,1006.0,0.0,-27.0,24.0,6.0,,,LY,2014-04-21
2|66|72|16548|3,1150.0,0.0,-28.0,23.0,7.0,,,LY,2013-11-19
2|66|72|16555|4,1011.0,0.0,-24.0,19.0,6.0,,,LY,2014-04-21
2|66|72|16576|4,989.0,0.0,-23.0,18.0,6.0,,,LY,2014-05-13
2|66|72|16588|1,1621.0,0.0,117.0,23.0,10.0,,,LY,2011-12-31
2|66|72|16598|4,845.0,0.0,117.0,22.0,5.0,,,LY,2014-05-13
2|66|72|16611|4,997.0,0.0,-10.0,7.0,6.0,,,YL,2014-04-16
2|66|72|16613|4,881.0,0.0,116.0,-121.0,5.0,,,LY,2014-04-21
1|66|72|16623|5,,,,,0.0,,,D,2015-12-17
2|66|72|16628|3,1018.0,0.0,-34.0,28.0,6.0,,,LY,2013-10-29
2|66|72|16644|4,985.0,0.0,-7.0,6.0,6.0,,,LY,2014-05-13
2|66|72|16646|4,495.0,76.0,-114.0,26.0,2.0,,,LY,2014-06-03
1|66|72|16705|6,,,,,0.0,,,D,2016-01-07
2|66|72|16738|4,989.0,0.0,-23.0,18.0,6.0,,,LY,2014-05-13
2|66|72|16746|4,853.0,0.0,119.0,-124.0,5.0,,,LY,2014-05-13
2|66|72|16754|4,821.0,0.0,118.0,9.0,4.0,,,YL,2014-06-28
2|66|72|16764|4,998.0,0.0,-30.0,25.0,6.0,,,LY,2014-04-13
2|66|72|167981|3,1047.0,0.0,119.0,-124.0,6.0,,,LY,2013-11-20
2|66|72|16818|3,1032.0,0.0,117.0,-122.0,6.0,,,YL,2013-12-08
2|66|72|16832|3,1144.0,0.0,-11.0,7.0,7.0,,,LY,2013-12-08
2|66|72|16840|3,1178.0,0.0,-27.0,22.0,7.0,,,LY,2013-10-29
2|66|72|16853|4,781.0,0.0,-32.0,27.0,4.0,,,LY,2014-06-01
2|66|72|16878|3,1044.0,0.0,117.0,-122.0,6.0,,,LY,2013-11-20
2|66|72|16896|3,1052.0,0.0,117.0,-122.0,6.0,,,LY,2013-10-29
2|66|72|16898|4,702.0,0.0,-31.0,26.0,4.0,,,LY,2014-03-06
2|66|72|16948|3,832.0,0.0,-33.0,27.0,5.0,,,YL,2013-11-20
2|66|72|16950|3,1164.0,0.0,-28.0,23.0,7.0,,,YL,2013-10-29
2|66|72|169581|4,891.0,0.0,-26.0,23.0,5.0,,,LY,2014-05-15
2|66|72|16960|3,1049.0,0.0,118.0,-122.0,6.0,,,LY,2013-11-21
2|66|72|16970|3,1005.0,0.0,118.0,24.0,6.0,,,LY,2013-12-08
2|66|72|16980|3,704.0,0.0,116.0,27.0,4.0,,,LY,2013-10-30
2|66|72|16982|3,1144.0,0.0,-23.0,19.0,7.0,,,LY,2013-12-08
2|66|72|16989|4,764.0,0.0,-34.0,29.0,4.0,,,LY,2014-05-11
2|66|72|17040|3,985.0,0.0,-31.0,26.0,6.0,,,LY,2013-10-30
2|66|72|17049|1,1615.0,0.0,116.0,26.0,10.0,,,LY,2011-12-31
2|66|72|17082|4,986.0,0.0,-27.0,22.0,6.0,,,LY,2014-05-16
2|66|72|17084|3,1050.0,0.0,-30.0,25.0,6.0,,,YL,2013-12-09
1|66|72|17095|2,,,,,0.0,,,D,2012-12-04
1|66|72|17101|4,,,,,0.0,,,D,2014-11-21
2|66|72|17114|4,874.0,0.0,117.0,-139.0,5.0,,,LY,2014-05-16
2|66|72|17133|1,1598.0,0.0,117.0,25.0,10.0,,,LY,2011-12-31
2|66|72|17135|2,1636.0,0.0,119.0,23.0,10.0,,,LY,2012-01-25
1|66|72|17157|6,,,,,0.0,,,D,2016-01-15
2|66|72|17176|3,847.0,0.0,-33.0,28.0,5.0,,,LY,2013-11-21
2|66|72|17212|3,844.0,0.0,-33.0,28.0,5.0,,,LY,2013-11-21
2|66|72|17214|4,844.0,0.0,117.0,10.0,5.0,,,LY,2014-06-05
2|66|72|17218|3,977.0,0.0,120.0,25.0,6.0,,,LY,2013-11-21
2|66|72|17251|4,469.0,26.0,117.0,-148.0,2.0,,,LY,2014-05-13
2|66|72|17280|3,1060.0,0.0,-29.0,24.0,6.0,,,LY,2013-11-22
2|66|72|17304|4,713.0,0.0,-34.0,29.0,4.0,,,YL,2014-07-08
2|66|72|17309|4,582.0,0.0,-29.0,25.0,3.0,,,LY,2014-05-13
2|66|72|17316|4,887.0,0.0,-29.0,21.0,5.0,,,LY,2014-05-18
2|66|72|17334|2,1467.0,0.0,-29.0,25.0,9.0,,,LY,2012-02-11
2|66|72|17354|4,885.0,38.0,-70.0,28.0,5.0,,,LY,2014-05-18
2|66|72|17399|4,859.0,0.0,-27.0,23.0,5.0,,,LY,2014-06-03
2|66|72|17410|2,1385.0,0.0,-32.0,27.0,8.0,,,LYL,2012-01-27
2|66|72|17423|2,1485.0,0.0,-46.0,27.0,9.0,,,LY,2012-01-03
2|66|72|17433|2,1595.0,0.0,116.0,21.0,10.0,,,LY,2012-01-03
2|66|72|17437|2,1602.0,0.0,119.0,25.0,10.0,,,LY,2012-01-03
2|66|72|17453|2,1591.0,0.0,119.0,26.0,10.0,,,LY,2012-02-11
2|66|72|17459|4,856.0,94.0,-125.0,26.0,4.0,,,LY,2014-06-03
2|66|72|17469|2,1448.0,0.0,-31.0,26.0,9.0,,,LY,2012-01-03
2|66|72|17479|4,961.0,0.0,-26.0,21.0,5.0,,,LY,2014-06-03
2|66|72|17512|4,857.0,0.0,117.0,-122.0,5.0,,,YL,2014-05-18
2|66|72|17516|3,830.0,0.0,116.0,28.0,5.0,,,LY,2013-11-22
2|66|72|17539|2,1477.0,24.0,-59.0,28.0,9.0,,,YLL,2012-01-03
1|66|72|17553|6,,,,,0.0,,,D,2016-01-19
2|66|72|17562|2,1628.0,0.0,117.0,23.0,10.0,,,LY,2012-02-11
2|66|72|17588|3,1133.0,0.0,-30.0,25.0,7.0,,,LY,2013-11-22
2|66|72|17598|4,918.0,0.0,-32.0,27.0,5.0,,,LY,2014-05-18
2|66|72|17606|4,876.0,0.0,-29.0,24.0,5.0,,,LY,2014-05-18
2|66|72|17614|4,895.0,0.0,-31.0,26.0,5.0,,,LY,2014-05-13
2|66|72|17634|4,723.0,0.0,-33.0,28.0,4.0,,,LY,2014-06-28
2|66|72|17656|2,1606.0,0.0,117.0,7.0,10.0,,,LY,2012-01-27
1|66|72|17657|2,,,,,0.0,,,D,2012-12-19
2|66|72|17684|3,1082.0,0.0,-28.0,24.0,6.0,,,LY,2013-11-22
2|66|72|17710|4,932.0,0.0,-31.0,26.0,5.0,,,YL,2014-06-22
2|66|72|17718|2,1661.0,0.0,119.0,19.0,10.0,,,LY,2012-02-11
2|66|72|17750|3,1122.0,0.0,-26.0,24.0,7.0,,,LY,2013-11-23
2|66|72|17760|4,908.0,0.0,-30.0,25.0,5.0,,,LY,2014-07-02
2|66|72|17771|2,1598.0,0.0,116.0,26.0,10.0,,,LY,2012-02-11
2|66|72|17782|4,452.0,56.0,123.0,2.0,2.0,,,LY,2014-06-08
2|66|72|17788|3,869.0,0.0,-35.0,29.0,5.0,,,YL,2013-12-09
2|66|72|17864|4,858.0,0.0,-29.0,24.0,5.0,,,LY,2014-06-08
2|66|72|17872|4,797.0,0.0,119.0,-136.0,4.0,,,YL,2014-07-09
2|66|72|17886|3,1056.0,63.0,-97.0,29.0,6.0,,,LY,2013-12-10
2|66|72|17900|3,1143.0,0.0,-28.0,23.0,6.0,,,LY,2013-11-23
2|66|72|17932|3,894.0,0.0,-31.0,26.0,5.0,,,LY,2013-11-23
1|66|72|17933|6,,,,,0.0,,,D,2016-01-19
2|66|72|17936|4,886.0,0.0,-12.0,10.0,5.0,,,LY,2014-06-30
2|66|72|17965|2,1595.0,0.0,117.0,25.0,10.0,,,YL,2012-01-27
2|66|72|17969|2,1490.0,0.0,119.0,2.0,9.0,,,YL,2012-01-27
2|66|72|17997|4,913.0,0.0,-26.0,22.0,5.0,,,LY,2014-06-07
2|66|72|18014|4,907.0,0.0,-29.0,24.0,5.0,,,YL,2014-07-10
2|66|72|18048|3,1044.0,0.0,116.0,-121.0,6.0,,,LY,2013-11-23
2|66|72|18057|2,1725.0,0.0,-31.0,25.0,10.0,,,LY,2012-02-11
2|66|72|18063|4,462.0,27.0,118.0,26.0,2.0,,,LY,2014-06-21
2|66|72|18069|4,837.0,0.0,118.0,-122.0,5.0,,,LY,2014-06-21
2|66|72|18085|2,1415.0,0.0,-10.0,3.0,8.0,,,LY,2012-02-12
2|66|72|18113|2,1633.0,0.0,121.0,24.0,10.0,,,LY,2012-01-28
2|66|72|18144|2,1614.0,0.0,117.0,24.0,10.0,,,YL,2012-02-12
2|66|72|18159|2,1712.0,0.0,-27.0,23.0,10.0,,,LY,2012-01-28
2|66|72|181591|2,1649.0,0.0,120.0,26.0,10.0,,,LY,2012-02-12
2|66|72|18161|2,1652.0,0.0,121.0,22.0,10.0,,,LY,2012-02-12
1|66|72|18181|6,,,,,0.0,,,D,2016-01-23
2|66|72|18185|2,1370.0,0.0,-31.0,26.0,8.0,,,LY,2012-01-28
2|66|72|18188|2,1337.0,0.0,118.0,25.0,8.0,,,LY,2012-02-12
2|66|72|18216|3,702.0,0.0,-32.0,27.0,4.0,,,YL,2013-12-10
